genus	freq_nonzero_c1	sign_consistency_c1	freq_nonzero_c2	sign_consistency_c2	freq_nonzero_c3	sign_consistency_c3	cross_cohort_sign_consistent	bh_qvalue
Haloarcula	0		0		0			1.0
Haemophilus	9	0.222	40	0.0	38	1.0	False	1.0
Haematospirillum	0		0		0			1.0
Haematobacter	0		0		0			1.0
Hadassahvirus	0		0		0			1.0
Granulicella	0		0		0			1.0
Granulosicoccus	0		0		0			1.0
Gredihovirus	0		0		0			1.0
Greenvirus	0		0		0			1.0
Grimontia	0		0		0			1.0
Gruunavirus	0		0		0			1.0
Gryllotalpicola	0		0		0			1.0
Gualtarvirus	0		0		0			1.0
Halobacillus	0		0		0			1.0
Gudongella	0		0		0			1.0
Gundelvirus	0		0		0			1.0
Gustavvirus	0		0		0			1.0
Guyparkeria	0		0		0			1.0
Gymnodinialimonas	0		0		0			1.0
Gynuella	0		0		0			1.0
Gyrovirus	0		0		0			1.0
Haartmanvirus	0		0		0			1.0
Hacihdavirus	0		0		0			1.0
Gulosibacter	0		0		0			1.0
Halobacteriovorax	0		0		0			1.0
Halobacterium	0		0		0			1.0
Halobacteroides	0		0		0			1.0
Halopseudomonas	0		0		0			1.0
Haloquadratum	0		0		0			1.0
Halorhabdus	0		0		0			1.0
Halorhodospira	0		0		0			1.0
Halorientalis	0		0		0			1.0
Halorubrum	0		0		0			1.0
Halorussus	0		0		0			1.0
Halosegnis	0		0		0			1.0
Haloprofundus	0		0		0			1.0
Halosiccatus	0		0		0			1.0
Halosolutus	0		0		0			1.0
Halostagnicola	0		0		0			1.0
Halotalea	0		0		0			1.0
Haloterrigena	0		0		0			1.0
Halothece	0		0		0			1.0
Halothermothrix	0		0		0			1.0
Halothiobacillus	0		0		0			1.0
Halotia	0		0		0			1.0
Halosimplex	0		0		0			1.0
Intrasporangium	0		0		0			1.0
Haloplanus	0		0		0			1.0
Halopenitus	0		0		0			1.0
Halobaculum	0		0		0			1.0
Halobellus	0		0		0			1.0
Halobiforma	0		0		0			1.0
Halocatena	0		0		0			1.0
Halococcoides	0		0		0			1.0
Halococcus	0		0		0			1.0
Halodesulfurarchaeum	0		0		0			1.0
Haloferacalesvirus	0		0		0			1.0
Halopiger	0		0		0			1.0
Haloferax	0		0		0			1.0
Haloglomus	0		0		0			1.0
Halohasta	0		0		0			1.0
Halolamina	0		0		0			1.0
Halomarina	0		0		0			1.0
Halomicroarcula	0		0		0			1.0
Halomicrobium	0		0		0			1.0
Halomicronema	0		0		0			1.0
Halomonas	0		0		0			1.0
Halogeometricum	0		0		0			1.0
Iocasia	0		0		0			1.0
Iodobacter	0		0		0			1.0
Iotatorquevirus	0		0		0			1.0
Lachnoanaerobaculum	0		0		0			1.0
Lachnoclostridium	0		0		0			1.0
Lachnospira	37	1.0	0		39	0.0	False	1.0
Lacibacter	0		0		0			1.0
Lacimicrobium	0		0		0			1.0
Lacinutrix	0		0		0			1.0
Lacipirellula	0		0		0			1.0
Lacnuvirus	0		0		0			1.0
Lacticaseibacillus	39	0.0	0		33	0.97	False	1.0
Lactiplantibacillus	0		0		0			1.0
Lactobacillus	23	0.0	40	1.0	0		False	1.0
Lactococcus	39	1.0	0		30	0.0	False	1.0
Lacunisphaera	0		0		0			1.0
Lacusarxvirus	0		0		0			1.0
Lahexavirus	0		0		0			1.0
Lahndsivirus	0		0		0			1.0
Lambdapapillomavirus	0		0		0			1.0
Laceyella	0		0		0			1.0
Labrys	0		0		0			1.0
Labrenzia	0		0		0			1.0
Labilithrix	0		0		0			1.0
Kratiovirus	0		0		0			1.0
Kribbella	0		0		0			1.0
Krischvirus	0		0		0			1.0
Kroosvirus	0		0		0			1.0
Kroppenstedtia	0		0		0			1.0
Kryptosalinivirus	0		0		0			1.0
Ktedonosporobacter	0		0		0			1.0
Kumaovirus	0		0		0			1.0
Lambdavirus	0		0		0			1.0
Kuravirus	0		0		0			1.0
Kushneria	0		0		0			1.0
Kuttervirus	0		0		0			1.0
Kutzneria	0		0		0			1.0
Kwaitsingvirus	0		0		0			1.0
Kyrpidia	0		0		0			1.0
Kytococcus	0		0		0			1.0
Labanvirus	0		0		0			1.0
Labilibaculum	0		0		0			1.0
Kurthia	0		0		0			1.0
Lambovirus	0		0		0			1.0
Lancefieldella	0		0		0			1.0
Lapidilactobacillus	0		0		0			1.0
Leminorella	0		0		0			1.0
Zymobacter	0		0		0			1.0
Lentibacillus	0		0		0			1.0
Lentilactobacillus	0		0		0			1.0
Lentilitoribacter	0		0		0			1.0
Lentisphaera	0		0		0			1.0
Lentivirus	0		0		0			1.0
Lentzea	0		0		0			1.0
Lelliottia	0		0		0			1.0
Lenusvirus	0		0		0			1.0
Leporipoxvirus	0		0		0			1.0
Leptodesmis	0		0		0			1.0
Leptogranulimonas	0		0		0			1.0
Leptolyngbya	0		0		0			1.0
Leptospira	0		0		0			1.0
Leptospirillum	0		0		0			1.0
Leptothermofonsia	0		0		0			1.0
Leptothrix	0		0		0			1.0
Leonardvirus	0		0		0			1.0
Kozakia	0		0		0			1.0
Leisingera	0		0		0			1.0
Leicestervirus	0		0		0			1.0
Laribacter	0		0		0			1.0
Larkinella	0		0		0			1.0
Larmunavirus	0		0		0			1.0
Latilactobacillus	0		0		0			1.0
Latrobevirus	0		0		0			1.0
Laulavirus	0		0		0			1.0
Lautropia	0		0		0			1.0
Lauvirus	0		0		0			1.0
Leifsonia	0		0		0			1.0
Lawsonella	0		0		0			1.0
Leadbettera	0		0		0			1.0
Leadbetterella	0		0		0			1.0
Lebriduvirus	0		0		0			1.0
Leclercia	0		0		0			1.0
Lederbergia	0		0		0			1.0
Lederbergvirus	0		0		0			1.0
Leeuwenhoekiella	0		0		0			1.0
Legionella	0		0		0			1.0
Lawsonia	0		0		0			1.0
Granulicatella	0		0		0			1.0
Kovacikia	0		0		0			1.0
Kosmotoga	0		0		0			1.0
Jiaodavirus	0		0		0			1.0
Jiella	0		0		0			1.0
Jilinvirus	0		0		0			1.0
Jinshanibacter	0		0		0			1.0
Jolieduovirus	0		0		0			1.0
Jonesia	0		0		0			1.0
Jonquetella	0		0		0			1.0
Jouyvirus	0		0		0			1.0
Julieunavirus	0		0		0			1.0
Junavirus	0		0		0			1.0
Junduvirus	3	1.0	0		8	0.375		1.0
Jupbevirus	0		0		0			1.0
Justusliebigvirus	0		0		0			1.0
Jwalphavirus	0		0		0			1.0
Kablunavirus	0		0		0			1.0
Kagamiyamavirus	0		0		0			1.0
Kagunavirus	0		0		0			1.0
Jiangella	0		0		0			1.0
Jerseyvirus	0		0		0			1.0
Jeotgalicoccus	0		0		0			1.0
Jeotgalibacillus	0		0		0			1.0
Iridovirus	0		0		0			1.0
Ishigurovirus	0		0		0			1.0
Isoalcanivorax	0		0		0			1.0
Isoptericola	0		0		0			1.0
Isosphaera	0		0		0			1.0
Ithacavirus	0		0		0			1.0
Jahgtovirus	0		0		0			1.0
Janibacter	0		0		0			1.0
Kahnovirus	0		0		0			1.0
Jannaschia	0		0		0			1.0
Janusvirus	0		0		0			1.0
Jarrellvirus	0		0		0			1.0
Jatrophihabitans	0		0		0			1.0
Jedunavirus	0		0		0			1.0
Jejubacter	0		0		0			1.0
Jeongeupia	0		0		0			1.0
Jeonjuvirus	0		0		0			1.0
Jeotgalibaca	0		0		0			1.0
Janthinobacterium	0		0		0			1.0
Kahucivirus	0		0		0			1.0
Kaistella	0		0		0			1.0
Kaistia	0		0		0			1.0
Kitasatospora	0		0		0			1.0
Klausavirus	0		0		0			1.0
Klebsiella	20	0.5	40	0.0	39	1.0	False	1.0
Klosneuvirus	0		0		0			1.0
Kluyvera	0		0		0			1.0
Knuthellervirus	0		0		0			1.0
Kochikohdavirus	0		0		0			1.0
Kochitakasuvirus	0		0		0			1.0
Kiritimatiella	0		0		0			1.0
Kocuria	0		0		0			1.0
Koleobacter	0		0		0			1.0
Kolesnikvirus	0		0		0			1.0
Kolpuevirus	0		0		0			1.0
Komagataeibacter	0		0		0			1.0
Kordia	0		0		0			1.0
Kordiimonas	0		0		0			1.0
Korravirus	0		0		0			1.0
Kosakonia	0		0		0			1.0
Koinonema	0		0		0			1.0
Kotilavirus	0		0		0			1.0
Kinneretia	0		0		0			1.0
Kineococcus	0		0		0			1.0
Kalamiella	0		0		0			1.0
Kanagawavirus	0		0		0			1.0
Kanaloavirus	0		0		0			1.0
Kangiella	0		0		0			1.0
Karimacvirus	0		0		0			1.0
Kaustia	0		0		0			1.0
Kayfunavirus	0		0		0			1.0
Kayvirus	0		0		0			1.0
Kingella	0		0		0			1.0
Kehishuvirus	0		0		0			1.0
Kenoshavirus	0		0		0			1.0
Keratinibaculum	0		0		0			1.0
Kerstersia	0		0		0			1.0
Ketobacter	0		0		0			1.0
Ketogulonicigenium	0		0		0			1.0
Kibdelosporangium	0		0		0			1.0
Kimihcavirus	0		0		0			1.0
Kineobactrum	0		0		0			1.0
Kelleziovirus	0		0		0			1.0
Granulibacter	0		0		0			1.0
Gracilinema	0		0		0			1.0
Gracilibacillus	0		0		0			1.0
Doucettevirus	0		0		0			1.0
Douglaswolinvirus	0		0		0			1.0
Draconibacterium	0		0		0			1.0
Drivevirus	0		0		0			1.0
Drulisvirus	0		0		0			1.0
Dubowvirus	0		0		0			1.0
Duffyella	0		0		0			1.0
Duganella	0		0		0			1.0
Duncaniella	0		0		0			1.0
Dunedinvirus	0		0		0			1.0
Duodenibacillus	0		0		0			1.0
Dyadobacter	0		0		0			1.0
Dybvigvirus	0		0		0			1.0
Dyella	0		0		0			1.0
Dyoepsilonpapillomavirus	0		0		0			1.0
Dyoiotapapillomavirus	0		0		0			1.0
Dyomupapillomavirus	0		0		0			1.0
Dorea	0		0		0			1.0
Dongshaea	0		0		0			1.0
Dongdastvirus	0		0		0			1.0
Donellivirus	0		0		0			1.0
Dexdertvirus	0		0		0			1.0
Dhakavirus	0		0		0			1.0
Dhillonvirus	0		0		0			1.0
Diaminobutyricimonas	0		0		0			1.0
Diaphorobacter	0		0		0			1.0
Dichelobacter	0		0		0			1.0
Dickeya	0		0		0			1.0
Dictyoglomus	0		0		0			1.0
Dysgonomonas	0		0		0			1.0
Dietzia	0		0		0			1.0
Diorhovirus	0		0		0			1.0
Dismasvirus	0		0		0			1.0
Dissulfurimicrobium	0		0		0			1.0
Dissulfurispira	0		0		0			1.0
Dokdonella	0		0		0			1.0
Dokdonia	0		0		0			1.0
Dolichospermum	0		0		0			1.0
Dolosigranulum	0		0		0			1.0
Dinoroseobacter	0		0		0			1.0
Dysosmobacter	0		0		0			1.0
Echinicola	0		0		0			1.0
Ectothiorhodosinus	0		0		0			1.0
Endlipuvirus	0		0		0			1.0
Endomicrobium	0		0		0			1.0
Endozoicomonas	0		0		0			1.0
Eneladusvirus	0		0		0			1.0
Ensifer	0		0		0			1.0
Enterocloster	0		0		0			1.0
Enterovibrio	0		0		0			1.0
Entomobacter	0		0		0			1.0
Emticicia	0		0		0			1.0
Entomomonas	0		0		0			1.0
Entomospira	0		0		0			1.0
Epaquintavirus	0		0		0			1.0
Ephemeroptericola	0		0		0			1.0
Ephemerovirus	0		0		0			1.0
Epidermidibacterium	0		0		0			1.0
Epilithonimonas	0		0		0			1.0
Eponavirus	0		0		0			1.0
Epseptimavirus	0		0		0			1.0
Entomoplasma	0		0		0			1.0
Devriesea	0		0		0			1.0
Empedobacter	0		0		0			1.0
Emdodecavirus	0		0		0			1.0
Ectothiorhodospira	0		0		0			1.0
Edaphobacter	0		0		0			1.0
Edwardsiella	0		0		0			1.0
Effusibacillus	0		0		0			1.0
Efquatrovirus	0		0		0			1.0
Egibacter	0		0		0			1.0
Egicoccus	0		0		0			1.0
Ehrlichia	0		0		0			1.0
Emergencia	39	1.0	0		39	0.0	False	1.0
Eikenella	0		0		0			1.0
Elemovirus	0		0		0			1.0
Elioraea	0		0		0			1.0
Elizabethkingia	0		0		0			1.0
Elpedvirus	0		0		0			1.0
Elusimicrobium	0		0		0			1.0
Elvirus	0		0		0			1.0
Emalynvirus	0		0		0			1.0
Emaravirus	0		0		0			1.0
Eldridgevirus	0		0		0			1.0
Ereboglobus	0		0		0			1.0
Devosia	0		0		0			1.0
Desulfuromonas	0		0		0			1.0
Defluviitoga	0		0		0			1.0
Dehalobacter	0		0		0			1.0
Dehalobacterium	0		0		0			1.0
Dehalococcoides	0		0		0			1.0
Dehalogenimonas	0		0		0			1.0
Deinococcus	0		0		0			1.0
Delftia	0		0		0			1.0
Delislevirus	0		0		0			1.0
Delmidovirus	0		0		0			1.0
Deltabaculovirus	0		0		0			1.0
Deltacoronavirus	0		0		0			1.0
Deltaentomopoxvirus	0		0		0			1.0
Deltanudivirus	0		0		0			1.0
Deltapapillomavirus	0		0		0			1.0
Demequina	0		0		0			1.0
Demosthenesvirus	0		0		0			1.0
Dendoorenvirus	0		0		0			1.0
Defluviicoccus	0		0		0			1.0
Deferribacter	0		0		0			1.0
Deefgea	0		0		0			1.0
Dechloromonas	0		0		0			1.0
Cyanobium	0		0		0			1.0
Cyclobacterium	0		0		0			1.0
Cycloclasticus	0		0		0			1.0
Cyclonatronum	0		0		0			1.0
Cylindrospermopsis	0		0		0			1.0
Cylindrospermum	0		0		0			1.0
Cysteiniphilum	0		0		0			1.0
Cystobacter	0		0		0			1.0
Denitratisoma	0		0		0			1.0
Cytobacillus	0		0		0			1.0
Cytophaga	0		0		0			1.0
Cytorhabdovirus	0		0		0			1.0
Cyvirus	0		0		0			1.0
Dabirmavirus	0		0		0			1.0
Dactylococcopsis	0		0		0			1.0
Dactylosporangium	0		0		0			1.0
Daemvirus	0		0		0			1.0
Daredevilvirus	0		0		0			1.0
Cytomegalovirus	0		0		0			1.0
Denitrificimonas	0		0		0			1.0
Denitrobacterium	0		0		0			1.0
Denitrovibrio	0		0		0			1.0
Desulfolutivibrio	0		0		0			1.0
Desulfomarina	0		0		0			1.0
Desulfomicrobium	0		0		0			1.0
Desulfomonile	0		0		0			1.0
Desulfonema	0		0		0			1.0
Desulforamulus	0		0		0			1.0
Desulforapulum	0		0		0			1.0
Desulfosarcina	0		0		0			1.0
Desulfoluna	0		0		0			1.0
Desulfoscipio	0		0		0			1.0
Desulfosporosinus	0		0		0			1.0
Desulfosudis	0		0		0			1.0
Desulfotalea	0		0		0			1.0
Desulfotomaculum	0		0		0			1.0
Desulfurispirillum	0		0		0			1.0
Desulfurivibrio	0		0		0			1.0
Desulfurobacterium	0		0		0			1.0
Desulfurococcus	0		0		0			1.0
Desulfosediminicola	0		0		0			1.0
Detrevirus	0		0		0			1.0
Desulfolithobacter	0		0		0			1.0
Desulfoglaeba	0		0		0			1.0
Dependoparvovirus	0		0		0			1.0
Derbicusvirus	0		0		0			1.0
Dermabacter	0		0		0			1.0
Dermacoccus	0		0		0			1.0
Dermatophilus	0		0		0			1.0
Desemzia	0		0		0			1.0
Deseoctovirus	0		0		0			1.0
Desulfarculus	0		0		0			1.0
Desulfohalobium	0		0		0			1.0
Desulfatibacillum	0		0		0			1.0
Desulfobacca	0		0		0			1.0
Desulfobacter	0		0		0			1.0
Desulfobacula	0		0		0			1.0
Desulfobulbus	0		0		0			1.0
Desulfocapsa	0		0		0			1.0
Desulfococcus	0		0		0			1.0
Desulfocurvibacter	0		0		0			1.0
Desulfofarcimen	0		0		0			1.0
Desulfitobacterium	0		0		0			1.0
Lessievirus	0		0		0			1.0
Erskinevirus	0		0		0			1.0
Erysipelothrix	0		0		0			1.0
Gammapartitivirus	0		0		0			1.0
Gammaretrovirus	0		0		0			1.0
Gaprivervirus	0		0		0			1.0
Gardnerella	0		0		0			1.0
Gayadomonas	0		0		0			1.0
Geitlerinema	0		0		0			1.0
Gelderlandvirus	0		0		0			1.0
Gelria	0		0		0			1.0
Gemella	0		0		0			1.0
Geminocystis	0		0		0			1.0
Gemmata	0		0		0			1.0
Gemmatimonas	0		0		0			1.0
Gemmatirosa	0		0		0			1.0
Gemmobacter	0		0		0			1.0
Gemycircularvirus	0		0		0			1.0
Gemykibivirus	0		0		0			1.0
Geoalkalibacter	0		0		0			1.0
Gammapapillomavirus	0		0		0			1.0
Gammanudivirus	0		0		0			1.0
Gamaleyavirus	0		0		0			1.0
Gallionella	0		0		0			1.0
Frigidibacter	0		0		0			1.0
Frigoribacterium	0		0		0			1.0
Frigoriglobus	0		0		0			1.0
Frischella	0		0		0			1.0
Fromanvirus	0		0		0			1.0
Frondihabitans	0		0		0			1.0
Fructilactobacillus	0		0		0			1.0
Fructobacillus	0		0		0			1.0
Geobacillus	0		0		0			1.0
Fuerstiella	0		0		0			1.0
Fulvivirga	0		0		0			1.0
Furfurilactobacillus	0		0		0			1.0
Fuscovulum	0		0		0			1.0
Gahmegovirus	0		0		0			1.0
Gajwadongvirus	0		0		0			1.0
Galbibacter	0		0		0			1.0
Gallaecimonas	0		0		0			1.0
Gallibacterium	0		0		0			1.0
Fukuivirus	0		0		0			1.0
Geobacter	0		0		0			1.0
Geodermatophilus	0		0		0			1.0
Geoglobus	0		0		0			1.0
Glaedevirus	0		0		0			1.0
Glaesserella	0		0		0			1.0
Gloeobacter	0		0		0			1.0
Gloeocapsa	0		0		0			1.0
Gloeomargarita	0		0		0			1.0
Gloeothece	0		0		0			1.0
Gluconacetobacter	0		0		0			1.0
Gluconobacter	0		0		0			1.0
Glaciimonas	0		0		0			1.0
Glutamicibacter	0		0		0			1.0
Godonkavirus	0		0		0			1.0
Goettingenvirus	0		0		0			1.0
Gordonia	0		0		0			1.0
Gordonvirus	0		0		0			1.0
Gordtnkvirus	0		0		0			1.0
Gottfriedia	0		0		0			1.0
Gottschalkia	0		0		0			1.0
Goukovirus	0		0		0			1.0
Glycocaulis	0		0		0			1.0
Friedmanniella	0		0		0			1.0
Glaciihabitans	0		0		0			1.0
Gimesia	0		0		0			1.0
Geomonas	0		0		0			1.0
Georgenia	0		0		0			1.0
Georhizobium	0		0		0			1.0
Geosporobacter	0		0		0			1.0
Geotalea	0		0		0			1.0
Geovibrio	0		0		0			1.0
Gephyromycinifex	0		0		0			1.0
Gequatrovirus	0		0		0			1.0
Glaciecola	0		0		0			1.0
Gernuduvirus	0		0		0			1.0
Getalongvirus	0		0		0			1.0
Getseptimavirus	0		0		0			1.0
Ghunavirus	0		0		0			1.0
Gibbsiella	0		0		0			1.0
Gilliamella	0		0		0			1.0
Gillisia	0		0		0			1.0
Gilvibacter	0		0		0			1.0
Gilvimarinus	0		0		0			1.0
Gervaisevirus	0		0		0			1.0
Erwinia	0		0		0			1.0
Fretibacterium	0		0		0			1.0
Frederiksenia	0		0		0			1.0
Fengtaivirus	0		0		0			1.0
Fenollaria	0		0		0			1.0
Feofaniavirus	0		0		0			1.0
Ferlavirus	0		0		0			1.0
Fernvirus	0		0		0			1.0
Ferribacterium	0		0		0			1.0
Ferrigenium	0		0		0			1.0
Ferrimonas	0		0		0			1.0
Ferriphaselus	0		0		0			1.0
Ferroglobus	0		0		0			1.0
Ferroplasma	0		0		0			1.0
Ferrovibrio	0		0		0			1.0
Ferrovum	0		0		0			1.0
Ferruginibacter	0		0		0			1.0
Fervidibacillus	0		0		0			1.0
Fervidicoccus	0		0		0			1.0
Fervidobacterium	0		0		0			1.0
Felixounavirus	0		0		0			1.0
Faunusvirus	0		0		0			1.0
Fastidiosipila	0		0		0			1.0
Fannyhessea	0		0		0			1.0
Erythrobacter	0		0		0			1.0
Etaarterivirus	0		0		0			1.0
Ethanoligenens	0		0		0			1.0
Eubacterium	0		0		0			1.0
Euhalothece	0		0		0			1.0
Eurybiavirus	0		0		0			1.0
Euzebya	0		0		0			1.0
Euzebyella	0		0		0			1.0
Fibrella	0		0		0			1.0
Evansella	0		0		0			1.0
Exceevirus	0		0		0			1.0
Exiguobacterium	0		0		0			1.0
Ezakiella	0		0		0			1.0
Faecalibacter	0		0		0			1.0
Faecalibacterium	0		0		0			1.0
Faecalibaculum	0		0		0			1.0
Falsihalocynthiibacter	0		0		0			1.0
Falsirhodobacter	0		0		0			1.0
Ewingella	0		0		0			1.0
Fibrobacter	0		0		0			1.0
Ficleduovirus	0		0		0			1.0
Fictibacillus	0		0		0			1.0
Flexistipes	0		0		0			1.0
Flintibacter	0		0		0			1.0
Flocculibacter	0		0		0			1.0
Floricoccus	0		0		0			1.0
Fluoribacter	0		0		0			1.0
Fluviibacter	0		0		0			1.0
Fluviicola	0		0		0			1.0
Fluviispira	0		0		0			1.0
Flavonifractor	0		0		0			1.0
Fohxhuevirus	0		0		0			1.0
Formicincola	0		0		0			1.0
Formosa	0		0		0			1.0
Foussvirus	0		0		0			1.0
Foveavirus	0		0		0			1.0
Foxquatrovirus	0		0		0			1.0
Francisella	0		0		0			1.0
Frankia	0		0		0			1.0
Frateuria	0		0		0			1.0
Fontisphaera	0		0		0			1.0
Fremauxvirus	0		0		0			1.0
Flavobacterium	0		0		0			1.0
Flavivirga	0		0		0			1.0
Filifactor	0		0		0			1.0
Filimonas	0		0		0			1.0
Filomicrobium	0		0		0			1.0
Fimbriimonas	0		0		0			1.0
Finchvirus	0		0		0			1.0
Finegoldia	0		0		0			1.0
Finnlakevirus	0		0		0			1.0
Fionnbharthvirus	0		0		0			1.0
Flavivirus	0		0		0			1.0
Fipvunavirus	0		0		0			1.0
Fischerella	0		0		0			1.0
Flagellatimonas	0		0		0			1.0
Flagellimonas	0		0		0			1.0
Flammeovirga	0		0		0			1.0
Flaumdravirus	0		0		0			1.0
Flaviflexus	0		0		0			1.0
Flavihumibacter	0		0		0			1.0
Flavisolibacter	0		0		0			1.0
Firehammervirus	0		0		0			1.0
Zymomonas	0		0		0			1.0
